,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
1146,DPF-5KNmqq4,"Spanish Prisoner, The (1997)","This 1997 film written and directed by David Mamet centers on an elaborate confidence game, its labyrinthine plot laden with twists and reversals.",125831,218,9,0,30,PT1M59S,sd
1147,ofLGLA0QAEA,City of Angels (1998),"City Of Angels Trailer 1998
Director: Brad Silberling
Starring: Andre Braugher, Dennis Franz, Meg Ryan, Nicolas Cage, Colm Feore,  

Official Content From Warner Home Video

When a working angel falls for a very mortal woman, he must choose between living forever as an angel and feeling the touch of love as a mortal. Only in L.A.

Movie, City Of Angels Movie,City Of Angels Trailer,City Of Angels 1998, Brad Silberling,Andre Braugher, Dennis Franz, Meg Ryan, Nicolas Cage, Colm Feore,",66358,157,18,0,8,PT1M45S,sd
1148,8Zu_vbdRryk,My Giant (1998),"My Giant Trailer 1998
Director: Michael Lehmann
Starring: Billy Crystal, Kathleen Quinlan, Gheorghe Muresan, Joanna Pacula, Zane Carney,  

Official Content From Warner Home Video

A Hollywood agent, in Rumania for a film shoot, thinks he's struck gold when he's rescued from an auto accident by an extremely tall local villager. He can dribble, but can he shoot?

Movie, My Giant Movie,My Giant Trailer,My Giant 1998, Michael Lehmann,Billy Crystal, Kathleen Quinlan, Gheorghe Muresan, Joanna Pacula, Zane Carney,",9060,32,4,0,3,PT1M1S,sd
1149,njLUPZr4DeU,He Got Game (1998),He got Game Trailer Denzel Washington Ray Allen,503824,493,19,0,86,PT2M10S,sd
1150,xSMT-ysb_EU,"Gingerbread Man, The (1998)","Lawyer Rick Magruder (Kenneth Branagh) has a one-night-stand affair with caterer Mallory Doss (Embeth Davidtz). He becomes hooked on her, and when he learns her nut-case father Dixon (Robert Duvall) is threatening her, he puts the weight of his law firm behind Mallory, has Dixon arrested and subpoenas her ex-husband Pete to testify against Dixon in court. Dixon is sent to an asylum, but escapes from there and the lives of many people are in danger.

http://www.johngrishamonline.com",56636,30,6,0,8,PT32S,sd
1151,tLST2gYXYLM,Illtown (1996),"Illtown Trailer 1997
Director: Nick Gomez
Starring: Lili Taylor, Michael Rapaport, Tony Danza, Adam Trese, Kevin Corrigan, Paul Schulze

Official Content From Artisan Entertainment

A young couple gets caught in the middle of a drug war in Miami. Not a place for pacifists.

Movie, Illtown Movie,Illtown Trailer,Illtown 1997, Nick Gomez,Lili Taylor, Michael Rapaport, Tony Danza, Adam Trese, Kevin Corrigan, Paul Schulze",5386,32,0,0,5,PT1M9S,sd
1152,QJZJmdbJCDk,Slappy and the Stinkers (1998),"Slappy And The Stinkers Trailer 1997
Director: Barnet Kellman
Starring: B.D. Wong, Bronson Pinchot, Sam McMurray, Jennifer Coolidge, Joseph Ashton, Gary Leroi Gray

Official Content From Sony Pictures Home Entertainment

A gang of misfit kids rescues a sea lion from the local aquarium, and wind up crossing paths with an unscrupulous poacher who plans to sell the animal to the circus.

Movie, Slappy And The Stinkers Movie,Slappy And The Stinkers Trailer,Slappy And The Stinkers 1997, Barnet Kellman,B.D. Wong, Bronson Pinchot, Sam McMurray, Jennifer Coolidge, Joseph Ashton, Gary Leroi Gray",36839,129,5,0,13,PT1M10S,sd
1153,FpfDTg4lbNE,Live Flesh (Carne trémula) (1997),"we have a new channel for horror/sci-fi fans: http://bit.ly/getmehorror

Almodovar's steamy and lustful film with the young and then unknown Penelope Cruz & Javier Bardem.

Pizza delivery man Victor is having an argument with Elena, whom he met a few days ago, but she was high then and doesn't want to hear about him. Reacting to the noise, two cops, young David and older Sancho, arrive at the scene, the gun accidentally goes off.. Four years later David is a wheelchair basketball star, he's married to Elena, Victor is released out of prison and their destinies begin to cross again.

Released in 1997
Starring: Javier Bardem, Francesca Neri, Penélope Cruz, Liberto Rabal, Ángela Molina

For collaborations and business inquiries, please contact via Channel Pages: http://ChannelPages.com/thecultbox",7424724,1232,948,0,67,PT1M35S,sd
1154,eSH8Y3h5j-g,Zero Effect (1998),"Original theatrical trailer for the 1998 film ""Zero Effect.""  Starring Bill Pullman, Ben Stiller, Ryan O'Neal, Kim Dickens, Angela Featherstone, Hugh Ross, Matt O'Toole.  Written & Directed by Jake Kasdan.  From Warner Bros. Pictures.",127286,206,14,0,24,PT1M50S,sd
1155,_BsPLaS0ksg,Nil By Mouth (1997),"Written and directed by Gary Oldman
Cast:
Ray Winstone
Kathy Burke
Charlie Creed-Miles
Laila Morse
Edna Doré
Chrissie Cotterill
Jon Morrison
Jamie Foreman
Steve Sweeney

Gary Oldman Web : http://twitter.com/GaryOldmanWeb",187573,259,14,0,74,PT2M5S,sd
1156,lgZQ8gyUlwI,"Borrowers, The (1997)","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

The Borrowers Trailer - Directed by Peter Hewitt and starring John Goodman, Mark Williams, Jim Broadbent, Tom Felton, Raymond Pickard. The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.

Universal - 1997",771355,2820,119,0,253,PT1M31S,sd
1157,_NVh2Z7IfgE,"I Love You, Don't Touch Me! (1998)","Katie is a 25-year-old virgin living in Los Angeles. Her good friend, Ben wants to move their relationship from platonic to romantic, but Katie's holding out for someone better.",6268,7,3,0,0,PT36S,sd
1158,shBvFw8Ax7E,Leather Jacket Love Story (1997),"I starred in this film in 1998.  In this scene, Kyle meets Mike (me) for the first time.",69031,290,19,0,41,PT2M49S,sd
1159,ZGjNEbDJk6M,Love Walked In (1998),"Mit ""The Big Band Convention"" hat sich in der deutschen Mainstream-Jazz-Szene ein Ensemble etabliert, das selbst internationale Jazzgrößen zum schwärmen bringt. Entstanden aus dem ""Duke Ellington""-Projekt des Jazzorchesters der Kölner Musikhochschule hatte die Band nach ihrer Gründung im Frühjahr 1996 einen ungewöhnliche erfolgreichen Start. Im April 1996 nahm die Band auf Einladung von Manfred Schoof an dessen Geburtstagskonzert in der Philharmonie Köln teil, und spielte mit Rob Pronk, Ali Haurand, Gerd Dudek, Gunther Hampel und Markus Stockhausen (TV-Aufzeichnung WDR: ""Manfred Schoof - Weggefährten"").
Das Orchester hat unter der Leitung von Stefan Pfeifer bei Projekten mit Gastsolisten wie u.a. Conte Candoli, Ack van Rooyen, Al Porcino, Dick Oates, Ferdinand Povel, Heinz von Hermann, Silvia Droste, Andy Haderer, Jörg-Achim Keller, Jiggs Whigham und Ed Partyka sein hohes Niveau und seine musikalische Flexibilität unter Beweis gestellt. Die Mitglieder des Orchesters sind ausnahmslos hervorragende professionelle Musiker, die sowohl als Solisten wie als Sidemen in den unterschiedlichsten Bereichen der Musik erfolgreich tätig sind.
Das umfangreiche Bandbook umfasst unter anderem Arrangements von Bill Holman, Bob Florence, John Clayton, Don Menza, Count Basie, Duke Ellington, Stan Kenton, Maynard Ferguson, Francy Boland, Jerry van Rooyen und Rob Pronk ebenso wie Musik aus den Reihen der Band. Dieses Repertoire, interpretiert mit der Leidenschaft, der Perfektion und dem mitreißenden Swing einer glänzend eingespielten Band mit ihren herausragenden Solisten, macht den Sound der ""Big Band Convention"" aus.
Das Orchester begann seine Konzerte 1996 zunächst im Stadtgarten in Köln und setzte diese mit großem Erfolg zwischen 1998 und 2003 im Rheinländer in Köln fort. Dort entstand auch die CD ""Live At The Rheinländer Cologne 2001"". Nach weiteren Stationen im Kunstsalon, Altenberger Hof, Subway und im Bogen 2 in der Hohenzollernbrücke in Köln spielt ""The Big Band Convention"" im Klub Berlin, Keplerstr. 4, 50823 Köln
Weitere Informationen finden Sie unter 

http://bigbandconvention.de",225,0,0,0,0,PT3M30S,sd
1160,N9NDFMpxZW4,Kissing a Fool (1998),No Copyright Infringement Intended.,21154,35,2,0,1,PT2M5S,hd
1161,yUEWCf3IJN4,Mr. Nice Guy (Yat goh ho yan) (1997),Very Good Movie,191311,71,8,0,18,PT31S,sd
1162,XDSQLTtGZE0,Taste of Cherry (Ta'm e guilass) (1997),"Mr. Badii (Homayoun Ershadi) drives around Tehran in hopes of finding someone willing to burry him after he commits suicide. Shot mostly in or around Badii's Range Rover, the story does not reveal why this seemingly rich man wishes to commit suicide. He has little luck finding an accomplice willing to burry him, suicide is forbidden under Islamic law and this is what puts him in this desperate situation. This effort won director Kiarostami the Palme d'Or at the 1997 Cannes Film Festival.

http://www.firouzanfilms.com/TheFirouzanFifty/Movies/TasteOfCherry/index.html",50805,135,4,0,7,PT1M15S,sd
1163,w2JYQZvnpAw,Character (Karakter) (1997),"In the Netherlands of the 1920s, Dreverhaven (Decleir), a dreaded bailiff, is found dead, with a knife sticking out of his stomach. The obvious suspect is Jacob Willem Katadreuffe (van Huêt), an ambitious young lawyer who worked his way up from poverty, always managing to overcome Dreverhaven's personal attacks against him. Katadreuffe was seen leaving Dreverhaven's office on the afternoon of the murder. He is arrested and taken to police headquarters, where he reflects back on the story of his long relationship with Dreverhaven.

Director: Mike van Diem
1997",109165,230,12,0,18,PT10M,sd
1164,0Qpwjjwszu0,Sour Grapes (1998),"Sour Grapes Trailer 1998
Director: Larry David
Starring: Craig Bierko, Steven Weber, Matt Keeslar, Karen Sillas, Robyn Peterman,  

Official Content From Warner Home Video

Richie and Evan...best friends till debt do them part! After Richie wins a $436,000 slot payoff with 2 quarters he bummed from Evan, their lives evolve into an outrageous comedy of jealous retaliation and outlandish consequences.

Movie, Sour Grapes Movie,Sour Grapes Trailer,Sour Grapes 1998, Larry David,Craig Bierko, Steven Weber, Matt Keeslar, Karen Sillas, Robyn Peterman,",28199,73,7,0,2,PT1M59S,sd
1165,MXld5YUBb1Y,Wild Man Blues (1997), ,5648,23,0,0,1,PT1M54S,sd
1166,n8ymxShEpUI,"Big Hit, The (1998)","The Big Hit Cool all time movie from the producers of Broken Arrow,Please enjoy this 
classic movie trailer with non stop action. Stay tune more movie trailers coming soon.",220792,184,10,0,52,PT2M28S,sd
1167,uvR53Qzhl24,Black Dog (1998),"(C)1998,Paramount Pictures/Universal Pictures 

Recorded on VCR yet Original date on April 23,2010.",61383,188,10,0,21,PT3M8S,sd
1168,aA1xyJIwykg,"Dancer, Texas Pop. 81 (1998)","Dancer, Texas Trailer 1998
Director: Tim McCanlies
Starring: Breckin Meyer, Peter Facinelli, Eddie Mills, Ethan Embry, Ashley Johnson, Patricia Wettig

Official Content From Sony Pictures Home Entertainment



Movie, Dancer, Texas Movie,Dancer, Texas Trailer,Dancer, Texas 1998, Tim McCanlies,Breckin Meyer, Peter Facinelli, Eddie Mills, Ethan Embry, Ashley Johnson, Patricia Wettig",3517,19,1,0,1,PT1M54S,sd
1169,acbWZgKXtzM,"Friend of the Deceased, A (Priyatel pokonika) (1997)","Friend Of The Deceased Trailer 1998
Director: Leonid Boyko
Starring: Alexander Lazarev, Anzhelika Nevolina, Elena Korikova, Evgeniy Pashin, Serhiy Romaniuk, Anatoliy Mateshko

Official Content From Sony Pictures Home Entertainment



Movie, Friend Of The Deceased Movie,Friend Of The Deceased Trailer,Friend Of The Deceased 1998, Leonid Boyko,Alexander Lazarev, Anzhelika Nevolina, Elena Korikova, Evgeniy Pashin, Serhiy Romaniuk, Anatoliy Mateshko",1506,5,0,0,2,PT1M28S,sd
1170,iZZAKXH8Dcg,Go Now (1995),"Nick, is a young Scottish soccer player living in the big city. He meets Karen, and the two fall in love and move in together. Soon after, Nick exhibits signs of a serious illness. As his body slowly succumbs to Multiple Sclerosis, he experiences a wide sweep of jagged emotions, and in the process gives himself and those who love him the strength to carry on.",10801,39,0,0,8,PT1M40S,sd
1171,Oni72Fl7xaw,"Misérables, Les (1998)",Les Miserables Movie Trailer 1998,1200750,1330,68,0,583,PT2M27S,sd
1172,fehUH_WgpGw,Still Breathing (1997),"Trailer for the 1998 movie ""Still Breathing"" starring Joanna Going and Brendan Fraser.

Still Breathing Soundtrack on MySpace!
http://www.myspace.com/stillbreathingsoundtrack",103867,80,3,0,22,PT2M43S,sd
1173,8C56EYhzyTs,Little Men (1998),"Little Men Trailer 1998
Director: Rodney Gibbons
Starring: Chris Sarandon, Mariel Hemingway, Ben Cook, Michael Caloz, Ricky Mabe,  

Official Content From Warner Home Video

Jo March and her husband run a country school. They have their hands full with a wild orphan and his friend.

Movie, Little Men Movie,Little Men Trailer,Little Men 1998, Rodney Gibbons,Chris Sarandon, Mariel Hemingway, Ben Cook, Michael Caloz, Ricky Mabe,",52230,207,8,0,36,PT1M23S,sd
1174,edTKMm_sYqI,"Hanging Garden, The (1997)","25-year-old Sweet William returns to his parents' house after ten years of absence to attend the wedding of his sister Rosemary. It is revealed that he was once a gay, obese teenager who was caught having sex with his bisexual friend in the garden by his grandmother when he was 15; Rosemary is marrying the very same friend.",74340,101,11,0,18,PT4M32S,sd
1175,HVkmb1kTfOk,Lawn Dogs (1997),"A clip of young Mischa Barton (Devon) going in to the woods and finding Baba Yaga's house. Also featuring Sam Rockwell as Trent.
Lawn Dogs (1997) © Rank Film Distributors Limited - http://www.imdb.com/title/tt0119506/",620056,938,162,0,17,PT3M5S,sd
1176,wb8WVubDmho,Quest for Camelot (1998),Teaser for Quest for Camelot (1998) captured from the The Batman Superman Movie - World's Finest (1997) VHS tape. This tape is labeled 16351 and released in (1998).,30680,100,5,0,4,PT32S,sd
1177,pt6bMHUoE6I,Godzilla (1998),"I don't like this movie; hell just about nobody does, but for completion's sake, here's the release trailer. A great example of overhype.",506527,2117,116,0,287,PT1M47S,hd
1178,PWca7MI-RBs,Bulworth (1998),"A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.

Own it on DVD: http://fox.co/BulworthDVD

SUBSCRIBE: http://bit.ly/FOXSubscribe

About 20th Century FOX:

Official YouTube Channel for 20th Century Fox Movies. Home of Avatar, Aliens, X-Men, Die Hard, Deadpool, Ice Age, Alvin and the Chipmunks, Rio, Peanuts, Maze Runner, Planet of the Apes, Wolverine and many more.

Connect with 20th Century FOX Online:
Visit the 20th Century FOX WEBSITE: http://bit.ly/FOXMovie
Like 20th Century FOX on FACEBOOK: http://bit.ly/FOXFacebook Follow 20th Century FOX on TWITTER: http://bit.ly/TwitterFOX

Bulworth | #TBT Trailer | 20th Century FOX
http://www.youtube.com/user/FoxMovies",52949,279,19,0,44,PT2M,hd
1179,Zm7r491n-8o,Fear and Loathing in Las Vegas (1998),"We can´t stop here, this is bat country!
http://www.imdb.com/title/tt0120669/",2487520,3699,113,0,945,PT1M59S,sd
1180,NgHm7-S82SI,Almost Heroes (1998),"Ripped from the DVD.

http://www.imdb.com/title/tt0119053/",239056,500,31,0,75,PT1M56S,sd
1181,nNVbi6tGhrg,Hope Floats (1998),"Official trailer for ""Hope Floats"" (1998) © Twenieth Century Fox Film Corporation. 

Sandra Bullock, Harry Connick, Jr. and Gena Rowlands.",997320,1784,87,0,150,PT2M30S,sd
1182,PrtP4KuLvMQ,Insomnia (1997),trailer for film,38187,108,6,0,6,PT1M13S,sd
1183,OKOJl2fAi5o,Little Boy Blue (1997),"A forced incestuous relationship between a mother ""Nastassja Kinski"" and son ""Ryan Phillipe"" who in one scene are forced to have sex at gunpoint to satisfy the father who is impotent",1254102,162,77,0,17,PT30S,sd
1184,Rx8Z-tPer9s,"Ugly, The (1997)","The Ugly Trailer 1998
Director: Scott Reynolds
Starring: Paolo Rotondo, Jennifer Ward-Lealand, Roy Ward, Vanessa Byrnes, Rebecca Hobbs, Jennifer Ward-Leland

Official Content From Trimark

Simon Cartwright, a psychotic serial killer institutionalized for the last five years, requests a famous and controversial psychiatist, Dr. Karen Schumaker, to re-evaluate him. Drawn to her patient by some strange erotic tension, Dr. Schumaker believes Simon to be rehabilated. But little did she know...

Movie, The Ugly Movie,The Ugly Trailer,The Ugly 1998, Scott Reynolds,Paolo Rotondo, Jennifer Ward-Lealand, Roy Ward, Vanessa Byrnes, Rebecca Hobbs, Jennifer Ward-Leland",4234,19,0,0,0,PT1M24S,sd
1185,K8X6yTa92VY,"Perfect Murder, A (1998)","Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt
A Perfect Murder (1998) Official Trailer - Michael Douglas, Gwyneth Paltrow Thriller Movie HD

A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",660650,1672,94,0,143,PT2M14S,hd
1186,HPCfsEjWA_A,Beyond Silence (Jenseits der Stille) (1996), ,20392,68,2,0,7,PT1M36S,sd
1187,n64H3WXoEs8,Six Days Seven Nights (1998),"No copyright infringement intended, this trailer has been edited as a personal project only.",545331,1030,92,0,75,PT2M41S,hd
1188,67dfnrTJlUE,Can't Hardly Wait (1998),"For the class of 1998, the last night of high school is the first night of the rest of their lives.
the movie can be found on 
www.koutra-forum.forumgreek.com",789004,1122,53,0,273,PT2M27S,sd
1189,gv2AOQiGAwg,High Art (1998),"zwiastun filmu „High Art""
Reż. Lisa Cholodenko
dystrybucja: Mayfly w ramach serii Rainbow Collection

Syd, asystentka redaktora w magazynie Frame odkrywa, że jej sąsiadką jest utalentowaną fotografka Lucy Berliner. Zafascynowana pracami Lucy i kręgiem jej artystycznych przyjaciół, Syd szybko wnika w nowe środowisko, oddalając się od swojego chłopaka. 
Otoczenie Lucy to ludzie ogarnięci niemocą twórczą, pogrążeni w narkotykach, usprawiedliwiający własną apatię pasywnością reszty grupy. 
Syd namawia Lucy do powrotu do fotografowania na łamach Frame upatruje  w tym szansę wyrwania jej z twórczej apatii.
Między kobietami rodzi się silna więź, która skłania obie do zweryfikowania ich dotychczasowego życia zawodowego i związków. 
Poza wątkiem miłości lesbijskiej Lisa Cholodenko („The kids are all right"") pokazuje typowe dylematy artystów u progu kariery  -  do czego są zdolni aby zdobyć sławę i jakie są jej konsekwencje. 

reżyseria: Lisa Cholodenko  
scenariusz: Lisa Cholodenko
muzyka:  Shudder to Think
zdjęcia:  Tami Reiker
obsada: Randha Mitchell, Ally Sheedy, Patricia Clarkson, Gabriel Mann 

Nagrody:

Sundance 1998 - najlepszy scenariusz, Lisa Cholodenko  

Amerykańskie Stowarzyszenie Krytyków Filmowych NSFC 1999, najlepsza aktorka, Ally Sheedy  

Film Independent 1999, Independent Spirit - najlepsza aktorka, Ally Sheed)  

GLAAD Media 1999 - najlepszy film z ograniczoną dystrybucją

Dostępne na DVD od października 2010
http://sklep.mayfly.pl/high-art-cat-36-id-199.aspx
więcej na www.rainbowcollection.pl",19685025,6902,4774,0,200,PT1M28S,hd
1190,Kl1M8AQy1NM,"Land Girls, The (1998)","The Land Girls Trailer 1998
Starring: Catherine McCormack, Rachel Weisz, Anna Friel, Steven Mackintosh, Tom Georgeson,  

Official Content From PolyGram Video



Movie, The Land Girls Movie,The Land Girls Trailer,The Land Girls 1998, Catherine McCormack, Rachel Weisz, Anna Friel, Steven Mackintosh, Tom Georgeson,",48082,136,6,0,16,PT2M22S,sd
1191,dqxvZeQsVzY,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)","Young Ali (Mir Farrokh Hashemian) looses his sister's only pair of shoes and the two must find a way to continue attending school without this being noticed by their parents.

http://www.firouzanfilms.com/TheFirouzanFifty/Movies/ChildrenOfHeaven/index.html",741623,1727,54,0,132,PT1M9S,sd
1192,twoF56_e9mU,Henry Fool (1997),"Garbageman Simon Grim's life of routine drudgery is changed forever when the rogueish Henry Fool moves into his family's basement apartment.  Henry fancies himself a gifted writer whose ""Confessions"" will set the literary world ablaze, and encourages the tongue-tied Simon to express himself through writing.  An unlikely friendship develops between the two, and Simon undertakes his newfound purpose with vigor.  But when his ""poetry"" becomes public, it evokes strong feelings in all quarters and becomes part of the public debate.  As Simons work becomes ever more widely read, it propels him toward literary iconhood, threatening his relationship with his friend and mentor.",96910,197,7,0,41,PT2M6S,sd
1193,J5m-XiUvLgg,Marie from the Bay of Angels (Marie Baie Des Anges) (1997),"Marie Baie De Agnes Trailer 1998
Director: Manuel Pradal
Starring: Fredric Malgras, Vahina Giocante, Nicolas Welbers,  ,  ,  

Official Content From Sony Pictures Home Entertainment

Desire and circumstance bring together a fifteen-year-old Lolita and a seventeen-year-old delinquent for a shimmering summer of passion and violence on the sun drenched French Riviera. French with English subtitles.

Movie, Marie Baie De Agnes Movie,Marie Baie De Agnes Trailer,Marie Baie De Agnes 1998, Manuel Pradal,Fredric Malgras, Vahina Giocante, Nicolas Welbers,  ,  ,",12840,35,0,0,3,PT1M37S,sd
1194,wAbGAkkOgcM,Mulan (1998),Mulan Official Trailer,1018712,1560,86,0,427,PT1M29S,sd
1195,pWzBAgLQkAQ,Resurrection Man (1998),"Resurrection Man Trailer 1998
Director: Mark Evans
Starring: Brenda Fricker, Stuart Townsend, David Williamson, George Shane, Lee Mulrooney, Geraldine O'Rawe

Official Content From PolyGram Video

A heavily fictionalized account of the life of notorious Loyalist murderer Lenny Murphy during the 1970's in Belfast. Victor Kelly is a gangster and ruthless murderer and the leader of a gang of killers. His cruelty making him a ghastly local legend, both feared and venerated. Not for the squeamish.

Movie, Resurrection Man Movie,Resurrection Man Trailer,Resurrection Man 1998, Mark Evans,Brenda Fricker, Stuart Townsend, David Williamson, George Shane, Lee Mulrooney, Geraldine O'Rawe",15772,46,2,0,6,PT1M36S,sd
1196,2Dauoy3H764,"X-Files: Fight the Future, The (1998)","After five years of chasing paranormal activity, the X-Files are closed by the government. FBI Agent Fox Mulder (David Duchovny) and his skeptical partner, Dana Scully (Gillian Anderson), are reassigned to more mundane duties, such as bomb detail. Even so, Mulder gets more and more information confirming his suspicions about alien activity on Earth and a secret, international cabal of men protecting that confidential information. An outbreak of metamorphic alien activity in Texas provides the clues for the agents.

Directed by: Rob Bowman.

Cast: David Duchovny, Gillian Anderson, John Neville, William B. Davis, Martin Landau, Mitch Pileggi.
 
Release Date: June 19, 1998.",424426,1205,38,0,176,PT2M10S,sd
1197,vvjMed6Wlug,I Went Down (1997),"Trailer for I WENT DOWN , one of Irelands greatest movies... Starring Brendan Gleeson, Peter McDonald and Michael McElhatton..

Diss-organised crime",38119,80,2,0,4,PT1M7S,sd
1198,ozMmf9Yi7TM,Dr. Dolittle (1998),"In Theaters:31 July 1998 (UK)

Dr. John Dolittle has the world in his hands: A beautiful wife at his side, two adorable daughters and a career that could not go better. One night, he nearly runs over a dog with his car. The dog yells ""bonehead"" and disappears. From then on, his childhood ability is back: To communicate with animals. Unfortunately, the word of Dolittle's ability is spreading quickly. Soon, many animals from rat to horse flock to his place to get medical advice. But his colleagues suspect he's going mad, and as the clinic Dolittle used to work for is about to being taken over for a huge amount of money, many decisions have to be made. Believe him? Put him into a mental institution? Sell the clinic? But also his family is close to breaking apart. Until a circus tiger falls seriously ill.

Genre:Family/Comedy
Director:Betty Thomas
Cast:Eddie Murphy, Ossie Davis, Oliver Platt",372644,440,42,0,43,PT2M15S,sd
1199,A_GOrRyhABg,Out of Sight (1998),Out Of Sight 1998 Trailer George Clooney and Jennifer Lopez,854627,663,45,0,59,PT2M25S,sd
1200,IuImwxk3xUk,Picnic at Hanging Rock (1975),Out now on Criterion: http://www.criterion.com/films/565-picnic-at-hanging-rock,43360,513,4,0,51,PT3M44S,hd
1201,1duitd-N1Us,Buffalo '66 (a.k.a. Buffalo 66) (1998),A trailer I cut for Lionsgate last year.,741068,5642,109,0,256,PT1M54S,hd
1202,kg_jH47u480,Armageddon (1998),"Release Date: July 1, 1998

Michael Bay (The Rock) directed this science fiction action thriller in the When Worlds Collide tradition. After astronomy students discover a comet-asteroid collision, an asteroid fragment ""the size of the Super Dome"" threatens. It's destroyed by a secret USA defense in space, but a large chunk veers off toward Singapore. With another asteroid ""the size of Texas"" en route, a plan is devised to send oil drillers to land on the asteroid and drop a nuclear device down a 1000-foot shaft, a scheme calculated to crack the asteroid into two halves, saving Earth. NASA begins a crash program to train beer-besotted oil roughnecks for the mission. During a stopover to refuel at the Mir Station, the space station is accidentally destroyed, so a Russian cosmonaut also joins the team. Produced by Bay, Jerry Bruckheimer (Con Air), and Gale Anne Hurd (The Relic, The Abyss).

Cast: Bruce Willis, Ben Affleck, Liv Tyler, Billy Bob Thornton, Will Patton, Michael Clarke Duncan, Owen Wilson, Peter Stormare, Steve Buscemi, William Fichtner, Keith David, Jason Issacs, Jessica Steen, Ken Hudson Campbell

Studio: Touchstone Pictures
Director: Michael Bay
Screenwriter: Jonathan Hensleigh, J. J. Abrams
Genre: Action, Drama

Official Website: Not Available",2702676,6986,450,0,504,PT3M12S,hd
1203,7cpig7OhI98,Lethal Weapon 4 (1998),"In Theaters:18 September 1998

Martin Riggs and Roger Murtaugh, after escaping death from the previous movies are put on a hit list by The Triads. When blood thirsty mercenaries are on their tail they team up again with Leo Getz and Lorna Cole, a newcomer (Chris Rock) to finally put an end to the Triads for good. 

Genre:Thriller
Director:Richard Donner
Cast:Mel Gibson, Danny Glover, Joe Pesci",488116,862,50,0,149,PT2M20S,sd
1204,dYqx5vFA6is,Madeline (1998),"The trailer of the movie Madeline

thank you for watching..!",1040037,2854,146,0,399,PT1M48S,sd
1205,YwIt5wagRsg,Small Soldiers (1998),Small Soldiers Trailer,1965822,6823,261,0,1025,PT2M14S,sd
1206,jo18VIoR2xU,Pi (1998),Visit DA fan site: http://www.darrenaronofsky.info (in russian),1499738,5941,155,0,656,PT1M37S,sd
1207,8F_teBHE4E8,Whatever (1998),"Whatever Trailer 1998
Director: Susan Skoog
Starring: Liza Weil, Chad Morgan, Kathryn Rossetter, Kathy Rossetter, Frederic Forrest, Gary Wolf

Official Content From Sony Pictures Home Entertainment

Growing up and discovering who you are and what it's like to be a teenage girl in the 80's can be really confusing. In an era of 'Just Say No', they said yes.

Movie, Whatever Movie,Whatever Trailer,Whatever 1998, Susan Skoog,Liza Weil, Chad Morgan, Kathryn Rossetter, Kathy Rossetter, Frederic Forrest, Gary Wolf",18122,76,2,0,5,PT1M51S,sd
1208,eGjXwDYpOLE,There's Something About Mary (1998),"Trailer for the Farrelly Brother's film starring Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans, Chris Elliott, Keith David, Lin Shaye, W. Earl Brown, Jeffrey Tambor,",1922844,2866,159,0,301,PT2M21S,sd
1209,XEoOb1Pmgfw,Plan 9 from Outer Space (1959),"After the embarrassing failure of the first eight plans, a group of evil aliens enacts plan nine -- resurrecting the dead to take over the Earth. Bela Lugosi makes his final film appearance -- along with Vampira, Tor Johnson, Criswell and a chiropractor acquaintance of director Ed Wood -- in one of the most popular cult classics of the 20th century, a two-time winner of the Golden Turkey Award for Worst Film and Worst Director of all time.",11117,33,3,0,7,PT1M41S,hd
